alert_id,timestamp,asset_id,asset_type,asset_importance,event_type,ground_truth_validity,ground_truth_risk_level,is_valid_alert,risk_score,risk_level,suspected_attack_type,evidence_summary,explanation,recommended_actions,need_human_review,workflow_action,assigned_role,status,audit_log,closed_loop_completed,judgement_time_ms
A0026,2026-05-18T11:54:00,ASSET-WEB-02,web_server,critical,port_scan,True,high,True,70.04,high,reconnaissance_or_probe,"[""涉及 critical 重要性资产 ASSET-WEB-02"", ""检测到行为标签：external_probe, multi_port_access"", ""威胁特征评分较高，需要人工结合日志复核""]","{""asset_importance_score"": {""score"": 95.0, ""weight"": 0.25, ""contribution"": 23.75, ""evidence"": ""asset_importance is critical""}, ""behavior_anomaly_score"": {""score"": 85.55, ""weight"": 0.25, ""contribution"": 21.39, ""evidence"": ""event_type is port_scan; behavior tags: external_probe, multi_port_access""}, ""threat_feature_score"": {""score"": 82.0, ""weight"": 0.2, ""contribution"": 16.4, ""evidence"": ""threat-like tags: external_probe, multi_port_access""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 55.0, ""weight"": 0.1, ""contribution"": 5.5, ""evidence"": ""similar simulated historical pattern for port_scan""}, ""final_assessment"": {""risk_score"": 70.04, ""risk_level"": ""high"", ""reason"": ""weighted score falls into high interval; event_type is port_scan; 0 related alerts used for contextual scoring""}}","[""进入人工复核"", ""收集相关日志和资产上下文"", ""确认后再执行真实处置操作""]",True,mandatory_human_review,security_analyst,pending_human_review,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0026"", ""2026-06-28T13:04:56+00:00 risk_level=high, workflow_action=mandatory_human_review"", ""2026-06-28T13:04:56+00:00 assigned_role=security_analyst, status=pending_human_review"", ""2026-06-28T13:04:56+00:00 high-risk event is not auto-closed and requires manual review""]",False,0.1073
A0027,2026-05-18T12:03:00,ASSET-DB-01,database,critical,port_scan,True,high,True,71.12,high,reconnaissance_or_probe,"[""涉及 critical 重要性资产 ASSET-DB-01"", ""检测到行为标签：high_connection_frequency, multi_port_access"", ""威胁特征评分较高，需要人工结合日志复核""]","{""asset_importance_score"": {""score"": 95.0, ""weight"": 0.25, ""contribution"": 23.75, ""evidence"": ""asset_importance is critical""}, ""behavior_anomaly_score"": {""score"": 87.5, ""weight"": 0.25, ""contribution"": 21.88, ""evidence"": ""event_type is port_scan; behavior tags: high_connection_frequency, multi_port_access""}, ""threat_feature_score"": {""score"": 85.0, ""weight"": 0.2, ""contribution"": 17.0, ""evidence"": ""threat-like tags: high_connection_frequency, multi_port_access""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 55.0, ""weight"": 0.1, ""contribution"": 5.5, ""evidence"": ""similar simulated historical pattern for port_scan""}, ""final_assessment"": {""risk_score"": 71.12, ""risk_level"": ""high"", ""reason"": ""weighted score falls into high interval; event_type is port_scan; 0 related alerts used for contextual scoring""}}","[""进入人工复核"", ""收集相关日志和资产上下文"", ""确认后再执行真实处置操作""]",True,mandatory_human_review,security_analyst,pending_human_review,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0027"", ""2026-06-28T13:04:56+00:00 risk_level=high, workflow_action=mandatory_human_review"", ""2026-06-28T13:04:56+00:00 assigned_role=security_analyst, status=pending_human_review"", ""2026-06-28T13:04:56+00:00 high-risk event is not auto-closed and requires manual review""]",False,0.1031
A0028,2026-05-18T12:12:00,ASSET-OA-01,office_server,medium,port_scan,False,low,False,27.6,low,reconnaissance_or_probe,"[""涉及 medium 重要性资产 ASSET-OA-01"", ""检测到行为标签：authorized_internal_scan, multi_port_access""]","{""asset_importance_score"": {""score"": 45.0, ""weight"": 0.25, ""contribution"": 11.25, ""evidence"": ""asset_importance is medium""}, ""behavior_anomaly_score"": {""score"": 25.0, ""weight"": 0.25, ""contribution"": 6.25, ""evidence"": ""event_type is port_scan; behavior tags: authorized_internal_scan, multi_port_access; benign maintenance tag reduces anomaly score""}, ""threat_feature_score"": {""score"": 8.0, ""weight"": 0.2, ""contribution"": 1.6, ""evidence"": ""benign event type or authorized maintenance context""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 55.0, ""weight"": 0.1, ""contribution"": 5.5, ""evidence"": ""similar simulated historical pattern for port_scan""}, ""final_assessment"": {""risk_score"": 27.6, ""risk_level"": ""low"", ""reason"": ""weighted score falls into low interval; event_type is port_scan; 0 related alerts used for contextual scoring""}}","[""自动归档仿真告警"", ""保留审计日志"", ""纳入周期性规则复核""]",False,archive,security_auditor,archived,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0028"", ""2026-06-28T13:04:56+00:00 risk_level=low, workflow_action=archive"", ""2026-06-28T13:04:56+00:00 assigned_role=security_auditor, status=archived"", ""2026-06-28T13:04:56+00:00 low-risk alert archived with audit evidence retained""]",True,0.1028
A0029,2026-05-18T12:21:00,ASSET-FILE-01,file_server,high,port_scan,True,medium,True,57.06,medium,reconnaissance_or_probe,"[""涉及 high 重要性资产 ASSET-FILE-01"", ""检测到行为标签：high_connection_frequency""]","{""asset_importance_score"": {""score"": 75.0, ""weight"": 0.25, ""contribution"": 18.75, ""evidence"": ""asset_importance is high""}, ""behavior_anomaly_score"": {""score"": 71.25, ""weight"": 0.25, ""contribution"": 17.81, ""evidence"": ""event_type is port_scan; behavior tags: high_connection_frequency""}, ""threat_feature_score"": {""score"": 60.0, ""weight"": 0.2, ""contribution"": 12.0, ""evidence"": ""threat-like tags: high_connection_frequency""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 55.0, ""weight"": 0.1, ""contribution"": 5.5, ""evidence"": ""similar simulated historical pattern for port_scan""}, ""final_assessment"": {""risk_score"": 57.06, ""risk_level"": ""medium"", ""reason"": ""weighted score falls into medium interval; event_type is port_scan; 0 related alerts used for contextual scoring""}}","[""生成普通工单"", ""复核资产、账号和业务窗口"", ""补充同源告警关联分析""]",False,create_ticket,soc_operator,ticket_opened,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0029"", ""2026-06-28T13:04:56+00:00 risk_level=medium, workflow_action=create_ticket"", ""2026-06-28T13:04:56+00:00 assigned_role=soc_operator, status=ticket_opened""]",False,0.1038
A0030,2026-05-18T12:30:00,ASSET-AD-01,identity_server,critical,port_scan,True,high,True,70.04,high,reconnaissance_or_probe,"[""涉及 critical 重要性资产 ASSET-AD-01"", ""检测到行为标签：external_probe, multi_port_access"", ""威胁特征评分较高，需要人工结合日志复核""]","{""asset_importance_score"": {""score"": 95.0, ""weight"": 0.25, ""contribution"": 23.75, ""evidence"": ""asset_importance is critical""}, ""behavior_anomaly_score"": {""score"": 85.55, ""weight"": 0.25, ""contribution"": 21.39, ""evidence"": ""event_type is port_scan; behavior tags: external_probe, multi_port_access""}, ""threat_feature_score"": {""score"": 82.0, ""weight"": 0.2, ""contribution"": 16.4, ""evidence"": ""threat-like tags: external_probe, multi_port_access""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 55.0, ""weight"": 0.1, ""contribution"": 5.5, ""evidence"": ""similar simulated historical pattern for port_scan""}, ""final_assessment"": {""risk_score"": 70.04, ""risk_level"": ""high"", ""reason"": ""weighted score falls into high interval; event_type is port_scan; 0 related alerts used for contextual scoring""}}","[""进入人工复核"", ""收集相关日志和资产上下文"", ""确认后再执行真实处置操作""]",True,mandatory_human_review,security_analyst,pending_human_review,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0030"", ""2026-06-28T13:04:56+00:00 risk_level=high, workflow_action=mandatory_human_review"", ""2026-06-28T13:04:56+00:00 assigned_role=security_analyst, status=pending_human_review"", ""2026-06-28T13:04:56+00:00 high-risk event is not auto-closed and requires manual review""]",False,0.101
A0031,2026-05-18T12:39:00,ASSET-WEB-01,web_server,high,port_scan,True,medium,True,57.06,medium,reconnaissance_or_probe,"[""涉及 high 重要性资产 ASSET-WEB-01"", ""检测到行为标签：multi_port_access""]","{""asset_importance_score"": {""score"": 75.0, ""weight"": 0.25, ""contribution"": 18.75, ""evidence"": ""asset_importance is high""}, ""behavior_anomaly_score"": {""score"": 71.25, ""weight"": 0.25, ""contribution"": 17.81, ""evidence"": ""event_type is port_scan; behavior tags: multi_port_access""}, ""threat_feature_score"": {""score"": 60.0, ""weight"": 0.2, ""contribution"": 12.0, ""evidence"": ""threat-like tags: multi_port_access""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 55.0, ""weight"": 0.1, ""contribution"": 5.5, ""evidence"": ""similar simulated historical pattern for port_scan""}, ""final_assessment"": {""risk_score"": 57.06, ""risk_level"": ""medium"", ""reason"": ""weighted score falls into medium interval; event_type is port_scan; 0 related alerts used for contextual scoring""}}","[""生成普通工单"", ""复核资产、账号和业务窗口"", ""补充同源告警关联分析""]",False,create_ticket,soc_operator,ticket_opened,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0031"", ""2026-06-28T13:04:56+00:00 risk_level=medium, workflow_action=create_ticket"", ""2026-06-28T13:04:56+00:00 assigned_role=soc_operator, status=ticket_opened""]",False,0.0976
A0032,2026-05-18T12:48:00,ASSET-BACKUP-01,backup_server,medium,port_scan,False,low,False,27.6,low,reconnaissance_or_probe,"[""涉及 medium 重要性资产 ASSET-BACKUP-01"", ""检测到行为标签：authorized_internal_scan, multi_port_access""]","{""asset_importance_score"": {""score"": 45.0, ""weight"": 0.25, ""contribution"": 11.25, ""evidence"": ""asset_importance is medium""}, ""behavior_anomaly_score"": {""score"": 25.0, ""weight"": 0.25, ""contribution"": 6.25, ""evidence"": ""event_type is port_scan; behavior tags: authorized_internal_scan, multi_port_access; benign maintenance tag reduces anomaly score""}, ""threat_feature_score"": {""score"": 8.0, ""weight"": 0.2, ""contribution"": 1.6, ""evidence"": ""benign event type or authorized maintenance context""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 55.0, ""weight"": 0.1, ""contribution"": 5.5, ""evidence"": ""similar simulated historical pattern for port_scan""}, ""final_assessment"": {""risk_score"": 27.6, ""risk_level"": ""low"", ""reason"": ""weighted score falls into low interval; event_type is port_scan; 0 related alerts used for contextual scoring""}}","[""自动归档仿真告警"", ""保留审计日志"", ""纳入周期性规则复核""]",False,archive,security_auditor,archived,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0032"", ""2026-06-28T13:04:56+00:00 risk_level=low, workflow_action=archive"", ""2026-06-28T13:04:56+00:00 assigned_role=security_auditor, status=archived"", ""2026-06-28T13:04:56+00:00 low-risk alert archived with audit evidence retained""]",True,0.0948
A0033,2026-05-18T12:57:00,ASSET-WEB-02,web_server,critical,port_scan,True,high,True,71.12,high,reconnaissance_or_probe,"[""涉及 critical 重要性资产 ASSET-WEB-02"", ""检测到行为标签：high_connection_frequency, multi_port_access"", ""威胁特征评分较高，需要人工结合日志复核""]","{""asset_importance_score"": {""score"": 95.0, ""weight"": 0.25, ""contribution"": 23.75, ""evidence"": ""asset_importance is critical""}, ""behavior_anomaly_score"": {""score"": 87.5, ""weight"": 0.25, ""contribution"": 21.88, ""evidence"": ""event_type is port_scan; behavior tags: high_connection_frequency, multi_port_access""}, ""threat_feature_score"": {""score"": 85.0, ""weight"": 0.2, ""contribution"": 17.0, ""evidence"": ""threat-like tags: high_connection_frequency, multi_port_access""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 55.0, ""weight"": 0.1, ""contribution"": 5.5, ""evidence"": ""similar simulated historical pattern for port_scan""}, ""final_assessment"": {""risk_score"": 71.12, ""risk_level"": ""high"", ""reason"": ""weighted score falls into high interval; event_type is port_scan; 0 related alerts used for contextual scoring""}}","[""进入人工复核"", ""收集相关日志和资产上下文"", ""确认后再执行真实处置操作""]",True,mandatory_human_review,security_analyst,pending_human_review,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0033"", ""2026-06-28T13:04:56+00:00 risk_level=high, workflow_action=mandatory_human_review"", ""2026-06-28T13:04:56+00:00 assigned_role=security_analyst, status=pending_human_review"", ""2026-06-28T13:04:56+00:00 high-risk event is not auto-closed and requires manual review""]",False,0.2996
A0034,2026-05-18T13:06:00,ASSET-OA-01,office_server,medium,port_scan,True,medium,True,48.48,medium,reconnaissance_or_probe,"[""涉及 medium 重要性资产 ASSET-OA-01"", ""检测到行为标签：external_probe""]","{""asset_importance_score"": {""score"": 45.0, ""weight"": 0.25, ""contribution"": 11.25, ""evidence"": ""asset_importance is medium""}, ""behavior_anomaly_score"": {""score"": 69.3, ""weight"": 0.25, ""contribution"": 17.32, ""evidence"": ""event_type is port_scan; behavior tags: external_probe""}, ""threat_feature_score"": {""score"": 57.0, ""weight"": 0.2, ""contribution"": 11.4, ""evidence"": ""threat-like tags: external_probe""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 55.0, ""weight"": 0.1, ""contribution"": 5.5, ""evidence"": ""similar simulated historical pattern for port_scan""}, ""final_assessment"": {""risk_score"": 48.48, ""risk_level"": ""medium"", ""reason"": ""weighted score falls into medium interval; event_type is port_scan; 0 related alerts used for contextual scoring""}}","[""生成普通工单"", ""复核资产、账号和业务窗口"", ""补充同源告警关联分析""]",False,create_ticket,soc_operator,ticket_opened,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0034"", ""2026-06-28T13:04:56+00:00 risk_level=medium, workflow_action=create_ticket"", ""2026-06-28T13:04:56+00:00 assigned_role=soc_operator, status=ticket_opened""]",False,0.1244
A0035,2026-05-19T04:00:00,ASSET-WEB-02,web_server,critical,port_scan,True,high,True,70.04,high,reconnaissance_or_probe,"[""涉及 critical 重要性资产 ASSET-WEB-02"", ""检测到行为标签：external_probe, multi_port_access"", ""威胁特征评分较高，需要人工结合日志复核""]","{""asset_importance_score"": {""score"": 95.0, ""weight"": 0.25, ""contribution"": 23.75, ""evidence"": ""asset_importance is critical""}, ""behavior_anomaly_score"": {""score"": 85.55, ""weight"": 0.25, ""contribution"": 21.39, ""evidence"": ""event_type is port_scan; behavior tags: external_probe, multi_port_access""}, ""threat_feature_score"": {""score"": 82.0, ""weight"": 0.2, ""contribution"": 16.4, ""evidence"": ""threat-like tags: external_probe, multi_port_access""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 55.0, ""weight"": 0.1, ""contribution"": 5.5, ""evidence"": ""similar simulated historical pattern for port_scan""}, ""final_assessment"": {""risk_score"": 70.04, ""risk_level"": ""high"", ""reason"": ""weighted score falls into high interval; event_type is port_scan; 0 related alerts used for contextual scoring""}}","[""进入人工复核"", ""收集相关日志和资产上下文"", ""确认后再执行真实处置操作""]",True,mandatory_human_review,security_analyst,pending_human_review,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0035"", ""2026-06-28T13:04:56+00:00 risk_level=high, workflow_action=mandatory_human_review"", ""2026-06-28T13:04:56+00:00 assigned_role=security_analyst, status=pending_human_review"", ""2026-06-28T13:04:56+00:00 high-risk event is not auto-closed and requires manual review""]",False,0.1067
A0036,2026-05-19T04:04:00,ASSET-WEB-02,web_server,critical,abnormal_login,True,high,True,76.28,high,suspected_account_abuse,"[""涉及 critical 重要性资产 ASSET-WEB-02"", ""检测到行为标签：failed_login_burst, sensitive_account"", ""存在 related_alert_ids 或同资产告警关联"", ""威胁特征评分较高，需要人工结合日志复核""]","{""asset_importance_score"": {""score"": 95.0, ""weight"": 0.25, ""contribution"": 23.75, ""evidence"": ""asset_importance is critical""}, ""behavior_anomaly_score"": {""score"": 84.5, ""weight"": 0.25, ""contribution"": 21.12, ""evidence"": ""event_type is abnormal_login; behavior tags: failed_login_burst, sensitive_account""}, ""threat_feature_score"": {""score"": 85.0, ""weight"": 0.2, ""contribution"": 17.0, ""evidence"": ""threat-like tags: failed_login_burst, sensitive_account""}, ""correlation_score"": {""score"": 42.0, ""weight"": 0.2, ""contribution"": 8.4, ""evidence"": ""related_alert_ids count is 1; same-asset event variety is 2""}, ""history_similarity_score"": {""score"": 60.0, ""weight"": 0.1, ""contribution"": 6.0, ""evidence"": ""similar simulated historical pattern for abnormal_login""}, ""final_assessment"": {""risk_score"": 76.28, ""risk_level"": ""high"", ""reason"": ""weighted score falls into high interval; event_type is abnormal_login; 1 related alerts used for contextual scoring""}}","[""进入人工复核"", ""收集相关日志和资产上下文"", ""确认后再执行真实处置操作""]",True,mandatory_human_review,security_analyst,pending_human_review,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0036"", ""2026-06-28T13:04:56+00:00 risk_level=high, workflow_action=mandatory_human_review"", ""2026-06-28T13:04:56+00:00 assigned_role=security_analyst, status=pending_human_review"", ""2026-06-28T13:04:56+00:00 high-risk event is not auto-closed and requires manual review""]",False,0.107
A0037,2026-05-19T04:08:00,ASSET-WEB-02,web_server,critical,suspicious_web_file,True,critical,True,84.36,critical,suspected_webshell_metadata_event,"[""涉及 critical 重要性资产 ASSET-WEB-02"", ""可疑 Web 文件场景仅基于文件元数据和行为标签进行仿真判断"", ""检测到行为标签：suspicious_script, unusual_upload_path"", ""存在 related_alert_ids 或同资产告警关联"", ""威胁特征评分较高，需要人工结合日志复核""]","{""asset_importance_score"": {""score"": 95.0, ""weight"": 0.25, ""contribution"": 23.75, ""evidence"": ""asset_importance is critical""}, ""behavior_anomaly_score"": {""score"": 91.25, ""weight"": 0.25, ""contribution"": 22.81, ""evidence"": ""event_type is suspicious_web_file; behavior tags: suspicious_script, unusual_upload_path""}, ""threat_feature_score"": {""score"": 90.0, ""weight"": 0.2, ""contribution"": 18.0, ""evidence"": ""script-like extension detected: .jsp; file path is located in an upload or temporary directory; behavior tag suspicious_script is present; related alerts provide correlation evidence""}, ""correlation_score"": {""score"": 65.0, ""weight"": 0.2, ""contribution"": 13.0, ""evidence"": ""related_alert_ids count is 2; same-asset event variety is 3""}, ""history_similarity_score"": {""score"": 68.0, ""weight"": 0.1, ""contribution"": 6.8, ""evidence"": ""similar simulated historical pattern for suspicious_web_file""}, ""final_assessment"": {""risk_score"": 84.36, ""risk_level"": ""critical"", ""reason"": ""weighted score falls into critical interval; event_type is suspicious_web_file; 2 related alerts used for contextual scoring""}}","[""进入人工复核"", ""人工复核可疑文件元数据和 Web 访问日志"", ""收集相关日志和资产上下文"", ""确认后再执行真实处置操作"", ""触发升级处置流程并由负责人审批""]",True,escalate_incident,incident_commander,escalated,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0037"", ""2026-06-28T13:04:56+00:00 risk_level=critical, workflow_action=escalate_incident"", ""2026-06-28T13:04:56+00:00 assigned_role=incident_commander, status=escalated"", ""2026-06-28T13:04:56+00:00 high-risk event is not auto-closed and requires manual review""]",False,0.4543
A0038,2026-05-19T04:12:00,ASSET-WEB-02,web_server,critical,suspicious_web_file,True,critical,True,84.36,critical,suspected_webshell_metadata_event,"[""涉及 critical 重要性资产 ASSET-WEB-02"", ""可疑 Web 文件场景仅基于文件元数据和行为标签进行仿真判断"", ""检测到行为标签：abnormal_access_path, obfuscated_pattern"", ""存在 related_alert_ids 或同资产告警关联"", ""威胁特征评分较高，需要人工结合日志复核""]","{""asset_importance_score"": {""score"": 95.0, ""weight"": 0.25, ""contribution"": 23.75, ""evidence"": ""asset_importance is critical""}, ""behavior_anomaly_score"": {""score"": 91.25, ""weight"": 0.25, ""contribution"": 22.81, ""evidence"": ""event_type is suspicious_web_file; behavior tags: abnormal_access_path, obfuscated_pattern""}, ""threat_feature_score"": {""score"": 90.0, ""weight"": 0.2, ""contribution"": 18.0, ""evidence"": ""script-like extension detected: .jsp; file path is located in an upload or temporary directory; behavior tag obfuscated_pattern is present; abnormal access path after upload is present; related alerts provide correlation evidence""}, ""correlation_score"": {""score"": 65.0, ""weight"": 0.2, ""contribution"": 13.0, ""evidence"": ""related_alert_ids count is 3; same-asset event variety is 3""}, ""history_similarity_score"": {""score"": 68.0, ""weight"": 0.1, ""contribution"": 6.8, ""evidence"": ""similar simulated historical pattern for suspicious_web_file""}, ""final_assessment"": {""risk_score"": 84.36, ""risk_level"": ""critical"", ""reason"": ""weighted score falls into critical interval; event_type is suspicious_web_file; 3 related alerts used for contextual scoring""}}","[""进入人工复核"", ""人工复核可疑文件元数据和 Web 访问日志"", ""收集相关日志和资产上下文"", ""确认后再执行真实处置操作"", ""触发升级处置流程并由负责人审批""]",True,escalate_incident,incident_commander,escalated,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0038"", ""2026-06-28T13:04:56+00:00 risk_level=critical, workflow_action=escalate_incident"", ""2026-06-28T13:04:56+00:00 assigned_role=incident_commander, status=escalated"", ""2026-06-28T13:04:56+00:00 high-risk event is not auto-closed and requires manual review""]",False,0.2183
A0039,2026-05-19T04:16:00,ASSET-WEB-02,web_server,critical,outbound_connection,True,critical,True,77.21,high,suspicious_outbound_connection,"[""涉及 critical 重要性资产 ASSET-WEB-02"", ""检测到行为标签：external_callback_behavior"", ""存在 related_alert_ids 或同资产告警关联"", ""威胁特征评分较高，需要人工结合日志复核""]","{""asset_importance_score"": {""score"": 95.0, ""weight"": 0.25, ""contribution"": 23.75, ""evidence"": ""asset_importance is critical""}, ""behavior_anomaly_score"": {""score"": 80.25, ""weight"": 0.25, ""contribution"": 20.06, ""evidence"": ""event_type is outbound_connection; behavior tags: external_callback_behavior""}, ""threat_feature_score"": {""score"": 70.0, ""weight"": 0.2, ""contribution"": 14.0, ""evidence"": ""threat-like tags: external_callback_behavior""}, ""correlation_score"": {""score"": 65.0, ""weight"": 0.2, ""contribution"": 13.0, ""evidence"": ""related_alert_ids count is 3; same-asset event variety is 3""}, ""history_similarity_score"": {""score"": 64.0, ""weight"": 0.1, ""contribution"": 6.4, ""evidence"": ""similar simulated historical pattern for outbound_connection""}, ""final_assessment"": {""risk_score"": 77.21, ""risk_level"": ""high"", ""reason"": ""weighted score falls into high interval; event_type is outbound_connection; 3 related alerts used for contextual scoring""}}","[""进入人工复核"", ""收集相关日志和资产上下文"", ""确认后再执行真实处置操作""]",True,mandatory_human_review,security_analyst,pending_human_review,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0039"", ""2026-06-28T13:04:56+00:00 risk_level=high, workflow_action=mandatory_human_review"", ""2026-06-28T13:04:56+00:00 assigned_role=security_analyst, status=pending_human_review"", ""2026-06-28T13:04:56+00:00 high-risk event is not auto-closed and requires manual review""]",False,0.1252
A0040,2026-05-19T04:20:00,ASSET-WEB-02,web_server,critical,abnormal_data_access,True,critical,True,92.09,critical,abnormal_data_access,"[""涉及 critical 重要性资产 ASSET-WEB-02"", ""检测到行为标签：multi_stage_indicator, sensitive_directory_access"", ""存在 related_alert_ids 或同资产告警关联"", ""威胁特征评分较高，需要人工结合日志复核""]","{""asset_importance_score"": {""score"": 95.0, ""weight"": 0.25, ""contribution"": 23.75, ""evidence"": ""asset_importance is critical""}, ""behavior_anomaly_score"": {""score"": 95.75, ""weight"": 0.25, ""contribution"": 23.94, ""evidence"": ""event_type is abnormal_data_access; behavior tags: multi_stage_indicator, sensitive_directory_access""}, ""threat_feature_score"": {""score"": 95.0, ""weight"": 0.2, ""contribution"": 19.0, ""evidence"": ""threat-like tags: multi_stage_indicator, sensitive_directory_access""}, ""correlation_score"": {""score"": 90.0, ""weight"": 0.2, ""contribution"": 18.0, ""evidence"": ""related_alert_ids count is 5; same-asset event variety is 5""}, ""history_similarity_score"": {""score"": 74.0, ""weight"": 0.1, ""contribution"": 7.4, ""evidence"": ""similar simulated historical pattern for abnormal_data_access""}, ""final_assessment"": {""risk_score"": 92.09, ""risk_level"": ""critical"", ""reason"": ""weighted score falls into critical interval; event_type is abnormal_data_access; 5 related alerts used for contextual scoring""}}","[""进入人工复核"", ""收集相关日志和资产上下文"", ""确认后再执行真实处置操作"", ""触发升级处置流程并由负责人审批""]",True,escalate_incident,incident_commander,escalated,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0040"", ""2026-06-28T13:04:56+00:00 risk_level=critical, workflow_action=escalate_incident"", ""2026-06-28T13:04:56+00:00 assigned_role=incident_commander, status=escalated"", ""2026-06-28T13:04:56+00:00 high-risk event is not auto-closed and requires manual review""]",False,0.1207
A0041,2026-05-19T04:24:00,ASSET-DB-01,database,critical,abnormal_data_access,True,critical,True,92.09,critical,abnormal_data_access,"[""涉及 critical 重要性资产 ASSET-DB-01"", ""检测到行为标签：multi_stage_indicator, sensitive_directory_access"", ""存在 related_alert_ids 或同资产告警关联"", ""威胁特征评分较高，需要人工结合日志复核""]","{""asset_importance_score"": {""score"": 95.0, ""weight"": 0.25, ""contribution"": 23.75, ""evidence"": ""asset_importance is critical""}, ""behavior_anomaly_score"": {""score"": 95.75, ""weight"": 0.25, ""contribution"": 23.94, ""evidence"": ""event_type is abnormal_data_access; behavior tags: multi_stage_indicator, sensitive_directory_access""}, ""threat_feature_score"": {""score"": 95.0, ""weight"": 0.2, ""contribution"": 19.0, ""evidence"": ""threat-like tags: multi_stage_indicator, sensitive_directory_access""}, ""correlation_score"": {""score"": 90.0, ""weight"": 0.2, ""contribution"": 18.0, ""evidence"": ""related_alert_ids count is 6; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 74.0, ""weight"": 0.1, ""contribution"": 7.4, ""evidence"": ""similar simulated historical pattern for abnormal_data_access""}, ""final_assessment"": {""risk_score"": 92.09, ""risk_level"": ""critical"", ""reason"": ""weighted score falls into critical interval; event_type is abnormal_data_access; 6 related alerts used for contextual scoring""}}","[""进入人工复核"", ""收集相关日志和资产上下文"", ""确认后再执行真实处置操作"", ""触发升级处置流程并由负责人审批""]",True,escalate_incident,incident_commander,escalated,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0041"", ""2026-06-28T13:04:56+00:00 risk_level=critical, workflow_action=escalate_incident"", ""2026-06-28T13:04:56+00:00 assigned_role=incident_commander, status=escalated"", ""2026-06-28T13:04:56+00:00 high-risk event is not auto-closed and requires manual review""]",False,0.1065
